rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status(D-Self Made)(U-Inherited/Unearned),gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
1569,2000,Technology,Zhang Fan,57,China,Shenzhen,Touch screens,Technology,China,,TRUE,D,M,12/29/1965 0:00,Zhang,Fan,,4/4/2023 5:01,,,1965,12,29,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1570,2000,Technology,Shilong Zhang & family,57,China,Beijing,Semiconductor,Technology,China,,TRUE,D,M,1/1/1966 0:00,Zhang,Shilong,,4/4/2023 5:01,,,1966,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1571,2000,Manufacturing,Zhang Wanzhen,73,China,Chaozhou,Electronics components,Manufacturing,China,,TRUE,D,M,12/1/1949 0:00,Zhang,Wanzhen,,4/4/2023 5:01,,,1949,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1572,2000,Technology,Hongfei Zhao,48,China,Beijing,Software,Technology,China,,TRUE,D,M,6/1/1974 0:00,Zhao,Hongfei,,4/4/2023 5:01,,,1974,6,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1573,2000,Energy,Zhou Jian,46,China,Shenzhen,Solar energy equipment,Energy,China,,TRUE,D,M,7/1/1976 0:00,Zhou,Jian,,4/4/2023 5:01,,,1976,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1574,2000,Healthcare,Zhu Yiwen & family,59,China,Shanghai,Healthcare,Healthcare,China,,TRUE,U,M,1/1/1964 0:00,Zhu,Yiwen,,4/4/2023 5:01,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Medical Doctor, Nanjing University of Chinese Medicine",0,0,0,0,1
1575,1900,Diversified,Roberto Angelini Rossi,74,Chile,Santiago,"Forestry, mining",Diversified,Chile,,FALSE,U,M,7/30/1948 0:00,Angelini Rossi,Roberto,,4/4/2023 5:01,,,1948,7,30,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969,Married,4,"Bachelor of Arts/Science, Pontificia Universidad de Chile",1,0,0,0,0
1576,1900,Energy,Mika Anttonen,56,Finland,Helsinki,Oil & gas,Energy,Finland,,TRUE,U,M,12/18/1966 0:00,Anttonen,Mika,,4/4/2023 5:01,,,1966,12,18,112.33,1,"$268,761,201,365 ",88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151,Married,,,,,,,1
1577,1900,Sports,David Blitzer,53,United States,New York,Sports,Sports,United States,,TRUE,N,M,9/7/1969 0:00,Blitzer,David,,4/4/2023 5:01,New York,Northeast,1969,9,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,5,The Wharton School at the University of Pennsylvania,0,0,0,0,1
1578,1900,Finance & Investments,Julio Bozano,87,Brazil,Rio de Janeiro,Banking,Finance & Investments,Brazil,,TRUE,D,M,2/1/1936 0:00,Bozano,Julio,,4/4/2023 5:01,,,1936,2,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,1,,,,,,1
1579,1900,Energy,Nikolai Buinov,55,Russia,Irkutsk,"Oil, gas",Energy,Russia,,TRUE,U,M,7/9/1967 0:00,Buinov,Nikolai,,4/4/2023 5:01,,,1967,7,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,2,"Master of Science in Engineering, Leningrad Institute of Railway Engineers",0,1,0,0,1
1580,1900,Fashion & Retail,Nicola Bulgari,82,Italy,Rome,Luxury goods,Fashion & Retail,Italy,,FALSE,E,M,1/16/1941 0:00,Bulgari,Nicola,,4/4/2023 5:01,,,1941,1,16,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,,4,"Diploma, High School",0,0,0,0,0
1581,1900,Fashion & Retail,"Howard Butt, III. & family",71,United States,San Antonio,Supermarkets,Fashion & Retail,United States,,FALSE,N,M,4/4/1952 0:00,Butt,Howard,,4/4/2023 5:01,Texas,South,1952,4,4,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,,,,,,0
1582,1900,Fashion & Retail,Stephen Butt & family,67,,,Supermarkets,Fashion & Retail,United States,,FALSE,N,M,5/24/1955 0:00,Butt,Stephen,,4/4/2023 5:01,,,1955,5,24,,,,,,,,,,,,Married,,,,,,,0
1583,1900,Fashion & Retail,Jianxing Che,56,China,Shanghai,Furniture retailing,Fashion & Retail,China,,TRUE,D,M,7/18/1966 0:00,Che,Jianxing,,4/4/2023 5:01,,,1966,7,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1584,1900,Manufacturing,Huxiong Chen,52,China,Shanghai,Stationery,Manufacturing,China,,TRUE,D,M,7/1/1970 0:00,Chen,Huxiong,,4/4/2023 5:01,,,1970,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1585,1900,Energy,Chen Qiongxiang,,China,Ningde,Batteries,Energy,China,,TRUE,D,F,,Chen,Qiongxiang,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1586,1900,Technology,Chen Zhisong,57,China,Xiamen,Communication equipment,Technology,China,,TRUE,D,M,1/7/1966 0:00,Chen,Zhisong,,4/4/2023 5:01,,,1966,1,7,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Bachelor of Arts/Science, Xiamen University",1,0,0,0,1
1587,1900,Diversified,Manas Chiaravanond,,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,U,M,,Chiaravanond,Manas,,4/4/2023 5:01,,,,,,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,,,,,,,,0
1588,1900,Diversified,Prathip Chiravanond,74,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,R,M,10/21/1948 0:00,Chiravanond,Prathip,,4/4/2023 5:01,,,1948,10,21,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Married,4,,,,,,0
1589,1900,Food & Beverage,Alexandra Daitch,60,United States,Old Lyme,Cargill,Food & Beverage,United States,,FALSE,D,F,1/1/1963 0:00,Daitch,Alexandra,,4/4/2023 5:01,Connecticut,Northeast,1963,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,1,,,,,,0
1590,1900,Food & Beverage,Sol Daurella,57,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,,FALSE,U,F,1/1/1966 0:00,Daurella,Sol,,4/4/2023 5:01,,,1966,1,1,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,Married,,,,,,,0
1591,1900,Sports,Mark Davis,67,United States,Henderson,Las Vegas Raiders,Sports,United States,,FALSE,N,M,5/18/1955 0:00,Davis,Mark,,4/4/2023 5:01,Nevada,West,1955,5,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,"Diploma, California State Chico",0,0,0,0,0
1592,1900,Finance & Investments,James Dinan,63,United States,North Salem,Hedge funds,Finance & Investments,United States,York Capital Management,TRUE,E,M,5/22/1959 0:00,Dinan,James,Founder,4/4/2023 5:01,New York,Northeast,1959,5,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1,1,0,0,1
1593,1900,Healthcare,Dong Fan,53,China,Zhuhai,Medical devices,Healthcare,China,,TRUE,D,M,,Dong,Fan,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Bachelor of Arts/Science, Shanghai University of Finance and Economics; Master of Business Administration, Sun Yat-sen University",1,1,0,0,1
1594,1900,Automotive,Fritz Draexlmaier,,Germany,Landshut,Auto parts,Automotive,Germany,,FALSE,U,M,,Draexlmaier,Fritz,,4/4/2023 5:01,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,,,,,,,,0
1595,1900,Diversified,Bulent Eczacibasi,73,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,,FALSE,U,M,12/25/1949 0:00,Eczacibasi,Bulent,,4/4/2023 5:01,,,1949,12,25,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Married,2,"Bachelor of Arts/Science, Imperial College London; Master of Science, Massachusetts Institute of Technology",1,1,0,0,0
1596,1900,Diversified,Faruk Eczacibasi,68,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,,FALSE,U,M,6/15/1954 0:00,Eczacibasi,Faruk,,4/4/2023 5:01,,,1954,6,15,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Married,2,,,,,,0
1597,1900,Diversified,Eduardo Eurnekian,90,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,,TRUE,U,M,12/4/1932 0:00,Eurnekian,Eduardo,,4/4/2023 5:01,,,1932,12,4,232.75,53.5,"$449,663,446,954 ",90,109.7,76.5,10.1,106.3,44938712,-38.416097,-63.616672,Single,,,,,,,1
1598,1900,Real Estate,David Fong,65,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,N,M,5/29/1957 0:00,Fong,David,,4/4/2023 5:01,,,1957,5,29,,,,,,,,,,,,Married,2,,,,,,0
1599,1900,Fashion & Retail,Guo Zhenyu & family,59,China,Kunming,Cosmetics,Fashion & Retail,Canada,,TRUE,D,M,11/1/1963 0:00,Guo,Zhenyu,,4/4/2023 5:01,,,1963,11,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1600,1900,Manufacturing,Surjit Kumar Gupta,81,India,Delhi,Electrical equipment,Manufacturing,India,,FALSE,U,M,1/13/1942 0:00,Gupta,Surjit Kumar,,4/4/2023 5:01,,,1942,1,13,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,,,,,,0
1601,1900,Diversified,Caroline Hagen Kjos,39,Switzerland,Wollerau,Conglomerate,Diversified,Norway,,FALSE,D,F,1/1/1984 0:00,Hagen Kjos,Caroline,,4/4/2023 5:01,,,1984,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Married,2,,,,,,0
1602,1900,Finance & Investments,Roberto Hernandez Ramirez,81,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,TRUE,E,M,3/24/1942 0:00,Hernandez Ramirez,Roberto,,4/4/2023 5:01,,,1942,3,24,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,Married,3,"Bachelor of Arts/Science, Ibero-American University",1,0,0,0,1
1603,1900,Technology,Reid Hoffman,55,United States,Palo Alto,LinkedIn,Technology,United States,Greylock,TRUE,D,M,8/5/1967 0:00,Hoffman,Reid,Partner,4/4/2023 5:01,California,West,1967,8,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,,,,,,1
1604,1900,Manufacturing,Hu Rongda & family,64,China,Jinhua,Chemicals,Manufacturing,China,,TRUE,U,M,1/1/1959 0:00,Hu,Rongda,,4/4/2023 5:01,,,1959,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1605,1900,Real Estate,"B. Wayne Hughes, Jr.",63,United States,Jackson,Storage facilities,Real Estate,United States,,FALSE,D,M,5/27/1959 0:00,Hughes,B. Wayne,,4/4/2023 5:01,Wyoming,South,1959,5,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Arts/Science, University of Southern California",1,0,0,0,0
1606,1900,Real Estate,Hui Wing Mau,72,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,TRUE,D,M,7/1/1950 0:00,Hui,Wing Mau,,4/4/2023 5:01,,,1950,7,1,,,,,,,,,,,,Married,2,"Master of Business Administration, University of South Australia",0,1,0,0,1
1607,1900,Finance & Investments,Scott Kapnick,64,United States,Naples,Private equity,Finance & Investments,United States,,TRUE,U,M,2/9/1959 0:00,Kapnick,Scott,Investor,4/4/2023 5:01,Florida,South,1959,2,9,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,,,"Doctor of Jurisprudence, The University of Chicago; Master of Business Administration, The University of Chicago; Bachelor of Arts/Economics, Williams College",1,1,0,0,1
1608,1900,Finance & Investments,Richard Kayne,77,United States,Santa Monica,Investments,Finance & Investments,United States,,TRUE,U,M,1/1/1946 0:00,Kayne,Richard,,4/4/2023 5:01,California,West,1946,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Stanford University; Master of Business Administration, University of California, Los Angeles",1,1,0,0,1
1609,1900,Finance & Investments,Dominika Kulczyk,45,United Kingdom,London,Diversified,Finance & Investments,Poland,,FALSE,U,F,7/30/1977 0:00,Kulczyk,Dominika,,4/4/2023 5:01,,,1977,7,30,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Divorced,2,"Master, University of Poznan",0,1,0,0,0
1610,1900,Finance & Investments,Edward Lampert,60,United States,Miami Beach,Sears,Finance & Investments,United States,ESL Investments Inc.,TRUE,U,M,7/19/1962 0:00,Lampert,Edward,Founder,4/4/2023 5:01,Florida,South,1962,7,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Yale University",1,0,0,0,1
1611,1900,Diversified,Somsri Lamsam,,Thailand,Bangkok,Diversified,Diversified,Thailand,,FALSE,N,M,,Lamsam,Somsri,,4/4/2023 5:01,,,,,,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,,,,0,0,0,0,0
1612,1900,Food & Beverage,James Leprino,85,United States,Indian Hills,Cheese,Food & Beverage,United States,Leprino Foods,FALSE,D,M,11/22/1937 0:00,Leprino,James,Chairman,4/4/2023 5:01,Colorado,West,1937,11,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,"High School Graduate, High School",0,0,0,0,0
1613,1900,Real Estate,David Lichtenstein,61,United States,Monsey,Real estate,Real Estate,United States,,TRUE,E,M,11/21/1961 0:00,Lichtenstein,David,,4/4/2023 5:01,New York,Northeast,1961,11,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,,,,,,1
1614,1900,Real Estate,Lin Dingqiang & family,56,China,Beijing,Real estate,Real Estate,Hong Kong,,TRUE,E,M,10/1/1966 0:00,Lin,Dingqiang,,4/4/2023 5:01,,,1966,10,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1615,1900,Food & Beverage,Sarah MacMillan,69,United States,Los Angeles,Cargill,Food & Beverage,United States,,FALSE,D,F,1/1/1954 0:00,MacMillan,Sarah,,4/4/2023 5:01,California,West,1954,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,3,,,,,,0
1616,1900,Telecom,Strive Masiyiwa,62,United Kingdom,London,Telecom,Telecom,Zimbabwe,,TRUE,D,M,1/29/1961 0:00,Masiyiwa,Strive,,4/4/2023 5:01,,,1961,1,29,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Married,6,"Bachelor of Engineering, University of Wales",1,0,0,0,1
1617,1900,Fashion & Retail,Robert Miller,89,Hong Kong,Hong Kong,Retail,Fashion & Retail,United Kingdom,,TRUE,D,M,5/23/1933 0:00,Miller,Robert,,4/4/2023 5:01,,,1933,5,23,,,,,,,,,,,,Married,3,"Bachelor of Arts/Science, Cornell University",1,0,0,0,1
1618,1900,Technology,Simon Nixon,55,United Kingdom,"St. Brelade, Jersey",Price comparison website,Technology,United Kingdom,,TRUE,U,M,8/1/1967 0:00,Nixon,Simon,,4/4/2023 5:01,,,1967,8,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Single,,"Drop Out, Nottingham University",0,0,0,1,1
1619,1900,Food & Beverage,Kentaro Ogawa,74,Japan,Tokyo,Restaurants,Food & Beverage,Japan,,TRUE,U,M,7/1/1948 0:00,Ogawa,Kentaro,,4/4/2023 5:01,,,1948,7,1,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Married,,,,,,,1
1620,1900,Manufacturing,Ajay Parekh,65,India,Mumbai,Adhesives,Manufacturing,India,,FALSE,D,M,6/23/1957 0:00,Parekh,Ajay,,4/4/2023 5:01,,,1957,6,23,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,,,,,,0
1621,1900,Manufacturing,Narendrakumar Parekh,84,India,Mumbai,Adhesives,Manufacturing,India,,FALSE,D,M,4/17/1938 0:00,Parekh,Narendrakumar,,4/4/2023 5:01,,,1938,4,17,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,,,,,,0
1622,1900,Finance & Investments,Jennifer Pritzker,72,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Tawani Enterprises,FALSE,D,F,8/13/1950 0:00,Pritzker,Jennifer,CEO,4/4/2023 5:01,Illinois,Midwest,1950,8,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,3,"Bachelor of Arts/Science, Loyola University Illinois",1,0,0,0,0
1623,1900,Fashion & Retail,G. Rajendran,80,India,Chennai,Jewellery,Fashion & Retail,India,,TRUE,U,M,10/5/1942 0:00,Rajendran,G.,,4/4/2023 5:01,,,1942,10,5,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,,,,,,,1
1624,1900,Manufacturing,Ren Jianhua,66,China,Hangzhou,Kitchen appliances,Manufacturing,China,,TRUE,D,M,8/1/1956 0:00,Ren,Jianhua,,4/4/2023 5:01,,,1956,8,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1625,1900,Finance & Investments,Larry Robbins,53,United States,Alpine,Hedge funds,Finance & Investments,United States,Glenview Capital Management,TRUE,E,M,10/21/1969 0:00,Robbins,Larry,Investor,4/4/2023 5:01,New Jersey,Northeast,1969,10,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,4,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",1,0,0,0,1
1626,1900,Construction & Engineering,Dwight Schar,81,United States,Palm Beach,"Homebuilding, NFL team",Construction & Engineering,United States,,TRUE,E,M,2/8/1942 0:00,Schar,Dwight,,4/4/2023 5:01,Florida,South,1942,2,8,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Ashland University",1,0,0,0,1
1627,1900,Energy,Shao Jianxiong,,China,Hangzhou,Photovoltaics,Energy,China,,TRUE,U,M,,Shao,Jianxiong,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1628,1900,Manufacturing,Qinxiang Shao,68,China,Hangzhou,Diversified,Manufacturing,China,,TRUE,U,M,9/1/1954 0:00,Shao,Qinxiang,,4/4/2023 5:01,,,1954,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1629,1900,Technology,Hua Shen,60,China,Jiaxing,Semiconductors,Technology,United States,,TRUE,D,M,1/1/1963 0:00,Shen,Hua,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
1630,1900,Manufacturing,Shi Wen-long,95,Taiwan,Tainan,Plastics,Manufacturing,Taiwan,,TRUE,D,M,2/1/1928 0:00,Shi,Wen-long,,4/4/2023 5:01,,,1928,2,1,,,,,,,,,,,,Married,3,,,,,,1
1631,1900,Finance & Investments,Peter Sondakh,73,Indonesia,Surabaya,Investments,Finance & Investments,Indonesia,,TRUE,D,M,2/26/1950 0:00,Sondakh,Peter,,4/4/2023 5:01,,,1950,2,26,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Married,4,,,,,,1
1632,1900,Food & Beverage,Lucy Stitzer,63,United States,Greenwich,Cargill,Food & Beverage,United States,,FALSE,D,F,1/1/1960 0:00,Stitzer,Lucy,,4/4/2023 5:01,Connecticut,Northeast,1960,1,1,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,,,,,,0
1633,1900,Diversified,Elizabeth Sy,70,Philippines,Manila,Diversified,Diversified,Philippines,,FALSE,D,F,6/1/1952 0:00,Sy,Elizabeth,,4/4/2023 5:01,,,1952,6,1,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,,,"Bachelor of Business Administration, Maryknoll College",1,0,0,0,0
1634,1900,Manufacturing,Hermanto Tanoko,60,Indonesia,Surabaya,Paints,Manufacturing,Indonesia,,FALSE,Split Family Fortune,M,9/17/1962 0:00,Tanoko,Hermanto,,4/4/2023 5:01,,,1962,9,17,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Married,4,,,,,,0
1635,1900,Construction & Engineering,Mehmet Sinan Tara,64,Turkey,Istanbul,Construction,Construction & Engineering,Turkey,,FALSE,U,M,5/24/1958 0:00,Tara,Mehmet Sinan,,4/4/2023 5:01,,,1958,5,24,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,Married,3,"Master of Business Administration, Stanford University",0,1,0,0,0
1636,1900,Fashion & Retail,Masateru Uno & family,76,Japan,Fukuoka,Drugstores,Fashion & Retail,Japan,,TRUE,D,M,2/6/1947 0:00,Uno,Masateru,,4/4/2023 5:01,,,1947,2,6,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,,,,,,,,1
1637,1900,Energy,Vardis Vardinoyannis & family,90,Greece,Athens,Oil and gas,Energy,Greece,,TRUE,U,M,1/1/1933 0:00,Vardinoyannis & family,Vardis,,4/4/2023 5:01,,,1933,1,1,101.87,0.2,"$209,852,761,469 ",136.6,99.6,81.3,26.2,51.9,10716322,39.074208,21.824312,,5,,,,,,1
1638,1900,Real Estate,Jitendra Virwani,57,India,Bangalore,Real estate,Real Estate,India,,FALSE,D,M,2/18/1966 0:00,Virwani,Jitendra,,4/4/2023 5:01,,,1966,2,18,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,4,"Bachelor of Commerce, Bangalore University",1,0,0,0,0
1639,1900,Real Estate,Wang Chaobin,67,China,Zhengzhou,Real estate,Real Estate,China,,TRUE,E,M,1/1/1956 0:00,Wang,Chaobin,,4/4/2023 5:01,,,1956,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
1640,1900,Fashion & Retail,Wang Ren-sheng,91,China,Zhengzhou,Retail,Fashion & Retail,Taiwan,,TRUE,D,M,12/1/1931 0:00,Wang,Ren-sheng,,4/4/2023 5:01,,,1931,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,3,National Taitung University,0,0,0,0,1
1641,1900,Food & Beverage,Charlotte Colket Weber,80,United States,Hobe Sound,Campbell Soup,Food & Beverage,United States,Campbell Soup,FALSE,U,F,11/19/1942 0:00,Weber,Charlotte Colket,Director,4/4/2023 5:01,Florida,South,1942,11,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Divorced,4,"Bachelor of Arts/Science, University of Paris",1,0,0,0,0
1642,1900,Healthcare,Xie Juhua & family,72,China,Nanjing,Pharmaceuticals,Healthcare,China,,FALSE,D,F,1/1/1951 0:00,Xie,Juhua,,4/4/2023 5:01,,,1951,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Widowed,,,,,,,0
1643,1900,Manufacturing,Chuanhua Xu & family,88,China,Hangzhou,"Chemicals, logistics",Manufacturing,China,Transfar Group,TRUE,D,M,1/1/1935 0:00,Xu,Chuanhua,Founder,4/4/2023 5:01,,,1935,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,,,,,,1
1644,1900,Finance & Investments,Gavril Yushvaev & family,65,Israel,,"Precious metals, real estate",Finance & Investments,Russia,,TRUE,U,M,7/23/1957 0:00,Yushvaev,Gavril,,4/4/2023 5:01,,,1957,7,23,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Married,7,,,,,,1
